review_type,source_author,openalex_author_id,compared_openalex_author_id,author,compared_author,exact_match_papers,initial_match_papers,compared_exact_match_papers,compared_initial_match_papers,shared_coauthors,shared_coauthor_ids,shared_institutions,shared_affiliations,shared_countries,publication_year_gap,orcid_relation,decision,confidence,rationale
Profile pair,Jing Zhao,A5016817473,A5028660596,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5034182828,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5037794174,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5041301769,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5042765146,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5045689983,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5050562433,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5056404006,Jing Zhao,Jing Zhao,1,0,3,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5059424561,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5062272082,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5064489538,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5066194861,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5088649703,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5100358022,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5100630789,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5100630793,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5100644473,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5101600019,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5101680913,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5101690168,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5101789244,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5101976608,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5102015424,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5102023989,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5102993611,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5103235582,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5103247363,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5016817473,A5108574153,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5028660596,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5034182828,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5037794174,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5041301769,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5042765146,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5045689983,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5050562433,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5056404006,Zhao Jing,Jing Zhao,1,0,3,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5059424561,Zhao Jing,Jing Zhao,1,0,2,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5062272082,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5064489538,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5066194861,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5088649703,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5100358022,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5100630789,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5100630793,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5100644473,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5101600019,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5101680913,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5101690168,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5101789244,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5101976608,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5102015424,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5102023989,Zhao Jing,Jing Zhao,1,0,2,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5102993611,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5103235582,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5103247363,Zhao Jing,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5024126105,A5108574153,Zhao Jing,Jing Zhao,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5034182828,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5037794174,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5041301769,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5042765146,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5045689983,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5050562433,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5056404006,Jing Zhao,Jing Zhao,1,0,3,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5059424561,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5062272082,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5064489538,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5066194861,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5088649703,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5100358022,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5100630789,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5100630793,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5100644473,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5101600019,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5101680913,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5101690168,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5101789244,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5101976608,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5102015424,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5102023989,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5102993611,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5103235582,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5103247363,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5028660596,A5108574153,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,10,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5037794174,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5041301769,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5042765146,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5045689983,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5050562433,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5056404006,Jing Zhao,Jing Zhao,1,0,3,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5059424561,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5062272082,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5064489538,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5066194861,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5088649703,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5100358022,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5100630789,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5100630793,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5100644473,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5101600019,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5101680913,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5101690168,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5101789244,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5101976608,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5102015424,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5102023989,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5102993611,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5103235582,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5103247363,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5034182828,A5108574153,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5041301769,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5042765146,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5045689983,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5050562433,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5056404006,Jing Zhao,Jing Zhao,1,0,3,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5059424561,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5062272082,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5064489538,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5066194861,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5088649703,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5100358022,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5100630789,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5100630793,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5100644473,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5101600019,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5101680913,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5101690168,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5101789244,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5101976608,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5102015424,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5102023989,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5102993611,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5103235582,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5103247363,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5037794174,A5108574153,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5042765146,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5045689983,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5050562433,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5056404006,Jing Zhao,Jing Zhao,1,0,3,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5059424561,Jing Zhao,Jing Zhao,1,0,2,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5062272082,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5064489538,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5066194861,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5088649703,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Jing Zhao,A5041301769,A5100358022,Jing Zhao,Jing Zhao,1,0,1,0,0,0,0,0,,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
