doi,retraction_year,publication_year
10.4314/jfas.v10i4s.68,2018,2018
10.4314/jfas.v10i4s.76,2018,2018
10.4314/jfas.v10i4s.78,2018,2018
10.4314/jfas.v10i4s.79,2018,2018
10.4314/jfas.v10i4s.81,2018,2018
10.4314/jfas.v10i4s.86,2018,2018
10.4314/jfas.v10i4s.89,2018,2018
10.4314/jfas.v10i4s.93,2018,2018
10.4314/jfas.v10i4s.95,2018,2018
10.4314/jfas.v10i4s.97,2018,2018
10.4314/jfas.v10i5s.1,2018,2018
10.4314/jfas.v10i5s.12,2018,2018
10.4314/jfas.v10i5s.16,2018,2018
10.4314/jfas.v10i5s.17,2018,2018
10.4314/jfas.v10i5s.19,2018,2018
10.4314/jfas.v10i5s.21,2018,2018
10.4314/jfas.v10i5s.27,2018,2018
10.4314/jfas.v10i5s.28,2018,2018
10.4314/jfas.v10i5s.30,2018,2018
10.4314/jfas.v10i5s.40,2018,2018
10.4314/jfas.v10i5s.43,2018,2018
10.4314/jfas.v10i5s.47,2018,2018
10.4314/jfas.v10i5s.54,2018,2018
10.4314/jfas.v10i5s.58,2018,2018
10.4314/jfas.v10i5s.62,2018,2018
10.4314/jfas.v10i5s.63,2018,2018
10.4314/jfas.v10i5s.64,2018,2018
10.4314/jfas.v10i5s.67,2018,2018
10.4314/jfas.v10i5s.70,2018,2018
10.4314/jfas.v10i5s.76,2018,2018
10.4314/jfas.v10i6s.10,2018,2018
10.4314/jfas.v10i6s.101,2018,2018
10.4314/jfas.v10i6s.102,2018,2018
10.4314/jfas.v10i6s.103,2018,2018
10.4314/jfas.v10i6s.104,2018,2018
10.4314/jfas.v10i6s.105,2018,2018
10.4314/jfas.v10i6s.106,2018,2018
10.4314/jfas.v10i6s.107,2018,2018
10.4314/jfas.v10i6s.114,2018,2018
10.4314/jfas.v10i6s.120,2018,2018
10.4314/jfas.v10i6s.13,2018,2018
10.4314/jfas.v10i6s.130,2018,2018
10.4314/jfas.v10i6s.131,2018,2018
10.4314/jfas.v10i6s.139,2018,2018
10.4314/jfas.v10i6s.14,2018,2018
10.4314/jfas.v10i6s.140,2018,2018
10.4314/jfas.v10i6s.144,2018,2018
10.4314/jfas.v10i6s.153,2018,2018
10.4314/jfas.v10i6s.157,2018,2018
10.4314/jfas.v10i6s.158,2018,2018
10.4314/jfas.v10i6s.163,2018,2018
10.4314/jfas.v10i6s.164,2018,2018
10.4314/jfas.v10i6s.172,2018,2018
10.4314/jfas.v10i6s.174,2018,2018
10.4314/jfas.v10i6s.177,2018,2018
10.4314/jfas.v10i6s.178,2018,2018
10.4314/jfas.v10i6s.18,2018,2018
10.4314/jfas.v10i6s.185,2018,2018
10.4314/jfas.v10i6s.195,2018,2018
10.4314/jfas.v10i6s.198,2018,2018
10.4314/jfas.v10i6s.199,2018,2018
10.4314/jfas.v10i6s.202,2018,2018
10.4314/jfas.v10i6s.204,2018,2018
10.4314/jfas.v10i6s.209,2018,2018
10.4314/jfas.v10i6s.21,2018,2018
10.4314/jfas.v10i6s.211,2018,2018
10.4314/jfas.v10i6s.214,2018,2018
10.4314/jfas.v10i6s.217,2018,2018
10.4314/jfas.v10i6s.29,2018,2018
10.4314/jfas.v10i6s.33,2018,2018
10.4314/jfas.v10i6s.4,2018,2018
10.4314/jfas.v10i6s.47,2018,2018
10.4314/jfas.v10i6s.49,2018,2018
10.4314/jfas.v10i6s.5,2018,2018
10.4314/jfas.v10i6s.55,2018,2018
10.4314/jfas.v10i6s.60,2018,2018
10.4314/jfas.v10i6s.62,2018,2018
10.4314/jfas.v10i6s.66,2018,2018
10.4314/jfas.v10i6s.67,2018,2018
10.4314/jfas.v10i6s.71,2018,2018
10.4314/jfas.v10i6s.72,2018,2018
10.4314/jfas.v10i6s.73,2018,2018
10.4314/jfas.v10i6s.78,2018,2018
10.4314/jfas.v10i6s.79,2018,2018
10.4314/jfas.v10i6s.8,2018,2018
10.4314/jfas.v10i6s.81,2018,2018
10.4314/jfas.v10i6s.82,2018,2018
10.4314/jfas.v10i6s.84,2018,2018
10.4314/jfas.v10i6s.89,2018,2018
10.4314/jfas.v10i6s.91,2018,2018
10.4314/jfas.v10i6s.92,2018,2018
10.4314/jfas.v10i6s.94,2018,2018
10.4314/jfas.v10i6s.98,2018,2018
10.4314/tjpr.v15i10.11,2018,2016
10.4314/tjpr.v15i9.32,2018,2016
10.4317/medoral.22439,2018,2018
10.5045/br.2018.53.1.87,2018,2018
10.5312/wjo.v2.i5.37,2018,2010
10.5430/ijba.v8n5p46,2018,2017
10.5539/ijel.v2n1p47,2018,2012
10.5625/lar.2018.34.1.37,2018,2018
10.5731/pdajpst.2016.006742,2018,2016
10.5862/je.233.14,2018,2015
10.5930/issn.1994-4683.2015.11.129.p266-270,2018,2015
10.5935/2359-4802.20180038,2018,2018
10.5937/intrev1604009p,2018,2017
10.7326/0003-4819-145-5-200609050-00003,2018,2006
10.7465/jkdi.2017.28.2.261,2018,2017
10.7717/peerj.4267,2018,2018
10.1001/jama.2018.12615,2019,2018
10.1001/jamaoncol.2018.3054,2019,2018
10.1002/14651858.cd001724,2019,1999
10.1002/14651858.cd001724.pub2,2019,2006
10.1002/14651858.cd001872,2019,2003
10.1002/14651858.cd001872.pub2,2019,2009
10.1002/14651858.cd001976,2019,2000
10.1002/14651858.cd003808.pub2,2019,2006
10.1002/14651858.cd003808.pub3,2019,2013
10.1002/14651858.cd003815,2019,2003
10.1002/14651858.cd003815.pub2,2019,2005
10.1002/14651858.cd003815.pub3,2019,2007
10.1002/14651858.cd003815.pub4,2019,2014
10.1002/14651858.cd004741,2019,2004
10.1002/14651858.cd004833.pub3,2019,2008
10.1002/adhm.201800982,2019,2018
10.1002/ajoc.201900319,2019,2019
10.1002/bio.2974,2019,2015
10.1002/cbin.10193,2019,2013
10.1002/cbin.11041,2019,2018
10.1002/chem.201002100,2019,2010
10.1002/cncr.24236,2019,2009
10.1002/cpe.4709,2019,2018
10.1002/cpe.4718,2019,2019
10.1002/cpt.2171,2019,2019
10.1002/fsn3.1189,2019,2019
10.1002/hep.28893,2019,2016
10.1002/ijc.24572,2019,2009
10.1002/ijc.25589,2019,2010
10.1002/jcb.26113,2019,2017
10.1002/jcb.26156,2019,2017
10.1002/jcb.26493,2019,2017
10.1002/jcb.26570,2019,2017
10.1002/jcb.27811,2019,2018
10.1002/jcb.27896,2019,2018
10.1002/jcb.29570,2019,2019
10.1002/job.1942,2019,2014
10.1002/jum.14236,2019,2017
10.1002/vnl.21604,2019,2017
10.1007/978-3-030-31831-4_11,2019,2019
10.1007/978-3-030-34879-3_24,2019,2019
10.1007/978-3-319-51207-5_21,2019,2017
10.1007/978-3-319-76207-4_13,2019,2018
10.1007/978-3-319-92564-6_8,2019,2018
10.1007/978-981-10-0388-2_1,2019,2016
10.1007/978-981-10-5544-7_31,2019,2017
10.1007/s00013-018-1244-3,2019,2018
10.1007/s00059-017-4673-z,2019,2018
10.1007/s00104-010-2008-1,2019,2011
10.1007/s00223-001-1054-6,2019,2001
10.1007/s00228-018-2595-1,2019,2018
10.1007/s00247-018-4130-z,2019,2018
10.1007/s00340-016-6392-1,2019,2016
10.1007/s00340-018-7088-5,2019,2018
10.1007/s00383-019-04447-8,2019,2019
10.1007/s00431-019-03536-z,2019,2019
10.1007/s00436-018-6010-8,2019,2018
10.1007/s00477-014-0901-8,2019,2014
10.1007/s00477-015-1055-z,2019,2015
10.1007/s00705-018-3704-2,2019,2018
10.1007/s00705-018-4059-4,2019,2018
10.1007/s10528-016-9716-2,2019,2016
10.1007/s10585-019-10010-5,2019,2019
10.1007/s10620-012-2395-x,2019,2012
10.1007/s10853-007-1576-z,2019,2007
10.1007/s11033-014-3134-5,2019,2014
10.1007/s11042-017-4820-9,2019,2017
10.1007/s11042-017-5226-4,2019,2017
10.1007/s11042-017-5361-y,2019,2018
10.1007/s11042-017-5372-8,2019,2017
10.1007/s11042-017-5377-3,2019,2017
10.1007/s11042-017-5390-6,2019,2018
10.1007/s11042-017-5392-4,2019,2018
10.1007/s11042-017-5442-y,2019,2017
10.1007/s11042-017-5468-1,2019,2017
10.1007/s11042-017-5557-1,2019,2018
10.1007/s11042-017-5598-5,2019,2018
10.1007/s11042-018-5760-8,2019,2018
10.1007/s11042-018-5905-9,2019,2018
10.1007/s11062-007-0049-y,2019,2007
10.1007/s11135-014-0085-9,2019,2014
10.1007/s11135-016-0321-6,2019,2016
10.1007/s11135-016-0331-4,2019,2016
10.1007/s11135-016-0337-y,2019,2016
10.1007/s11240-015-0770-y,2019,2015
10.1007/s11277-017-4690-5,2019,2017
10.1007/s11368-013-0802-3,2019,2013
10.1007/s11434-007-0367-x,2019,2007
10.1007/s12031-018-1242-8,2019,2019
10.1007/s12043-019-1764-9,2019,2019
10.1007/s12105-019-01027-z,2019,2019
10.1007/s12197-014-9307-1,2019,2014
10.1007/s12205-011-0662-6,2019,2010
10.1007/s12459-011-0054-5,2019,2011
10.1007/s12553-019-00301-y,2019,2019
10.1007/s12639-013-0371-9,2019,2013
10.1007/s13224-018-1111-y,2019,2018
10.1007/s13398-019-00645-0,2019,2019
10.1007/s40010-015-0261-x,2019,2016
10.1007/s40290-019-00268-1,2019,2019
10.1007/s40815-015-0112-6,2019,2015
10.1007/s40998-019-00195-6,2019,2019
10.1007/s41605-019-0153-8,2019,2019
10.1007/s41939-019-00050-5,2019,2019
10.1016/b978-0-12-814901-0.00013-4,2019,2019
10.1016/b978-0-12-814901-0.00015-8,2019,2019
10.1016/b978-0-12-815587-5.00015-9,2019,2019
10.1016/b978-0-12-815587-5.09992-3,2019,2019
10.1016/b978-0-444-64175-5.50003-8,2019,2019
10.1016/b978-0-444-64175-5.50006-3,2019,2019
10.1016/b978-0-444-64175-5.50008-7,2019,2019
10.1016/j.aca.2018.01.028,2019,2018
10.1016/j.actatropica.2018.07.006,2019,2018
10.1016/j.apsusc.2019.03.141,2019,2019
10.1016/j.asr.2006.08.009,2019,2007
10.1016/j.athx.2019.100006,2019,2019
10.1016/j.bbrc.2015.07.128,2019,2015
10.1016/j.bbrc.2016.09.076,2019,2016
10.1016/j.bbrc.2016.10.055,2019,2016
10.1016/j.biocel.2016.01.001,2019,2016
10.1016/j.biocel.2018.04.014,2019,2018
10.1016/j.biomaterials.2013.02.057,2019,2013
10.1016/j.biomaterials.2014.03.015,2019,2014
10.1016/j.cam.2018.07.022,2019,2018
10.1016/j.carbon.2016.09.008,2019,2016
10.1016/j.ceramint.2018.07.235,2019,2018
10.1016/j.chemosphere.2019.124887,2019,2016
10.1016/j.cobeha.2019.10.014,2019,2019
10.1016/j.comcom.2018.02.012,2019,2018
10.1016/j.cub.2006.10.056,2019,2006
10.1016/j.cub.2015.09.056,2019,2015
10.1016/j.ecoleng.2019.07.009,2019,2019
10.1016/j.ecolind.2019.105581,2019,2019
10.1016/j.egja.2017.08.004,2019,2019
10.1016/j.ejogrb.2016.01.015,2019,2016
10.1016/j.ejogrb.2018.05.029,2019,2018
10.1016/j.enbuild.2010.12.025,2019,2010
10.1016/j.enbuild.2011.02.018,2019,2011
10.1016/j.enbuild.2011.04.009,2019,2011
10.1016/j.enbuild.2018.08.004,2019,2018
10.1016/j.enbuild.2019.07.035,2019,2019
10.1016/j.engappai.2018.03.007,2019,2018
10.1016/j.fochx.2019.100048,2019,2019
10.1016/j.fuel.2017.11.147,2019,2018
10.1016/j.ijdevneu.2019.01.002,2019,2019
10.1016/j.ijleo.2018.04.027,2019,2018
10.1016/j.ijpharm.2006.11.033,2019,2006
10.1016/j.ijrobp.2019.02.022,2019,2019
10.1016/j.intimp.2019.03.005,2019,2019
10.1016/j.intmar.2017.07.001,2019,2017
10.1016/j.isprsjprs.2018.11.011,2019,2018
10.1016/j.jacc.2019.07.041,2019,2019
10.1016/j.jad.2018.09.039,2019,2018
10.1016/j.jbo.2019.100217,2019,2019
10.1016/j.jclinane.2004.08.009,2019,2005
10.1016/j.jconrel.2005.10.014,2019,2005
10.1016/j.jcot.2015.11.003,2019,2015
10.1016/j.jfa.2007.03.008,2019,2007
10.1016/j.jfds.2018.02.004,2019,2018
10.1016/j.jnca.2019.01.012,2019,2019
10.1016/j.joems.2015.01.005,2019,2015
10.1016/j.jss.2016.05.005,2019,2016
10.1016/j.jstrokecerebrovasdis.2009.04.006,2019,2010
10.1016/j.jvir.2018.12.256,2019,2019
10.1016/j.landusepol.2018.01.035,2019,2018
10.1016/j.lfs.2007.11.006,2019,2007
10.1016/j.livres.2019.07.001,2019,2019
10.1016/j.mad.2018.11.001,2019,2018
10.1016/j.mcat.2018.02.019,2019,2018
10.1016/j.micpath.2018.04.047,2019,2018
10.1016/j.micres.2018.09.007,2019,2018
10.1016/j.molmed.2019.01.004,2019,2019
10.1016/j.nanoen.2017.01.012,2019,2017
10.1016/j.phymed.2019.152943,2019,2019
10.1016/j.phymed.2019.152980,2019,2019
10.1016/j.physc.2019.02.009,2019,2019
10.1016/j.procbio.2019.09.021,2019,2019
10.1016/j.prro.2018.08.008,2019,2018
10.1016/j.psyneuen.2019.104411,2019,2019
10.1016/j.resuscitation.2019.01.016,2019,2019
10.1016/j.resuscitation.2019.04.041,2019,2019
10.1016/j.sjbs.2016.01.035,2019,2016
10.1016/j.snb.2008.09.028,2019,2008
10.1016/j.synthmet.2016.06.002,2019,2016
10.1016/j.theriogenology.2019.02.002,2019,2019
10.1016/j.toxlet.2018.05.017,2019,2018
10.1016/j.vhri.2013.07.006,2019,2013
10.1016/j.ydbio.2019.01.009,2019,2019
10.1016/j.yexmp.2019.104266,2019,2019
10.1016/j.ymgmr.2017.03.001,2019,2018
10.1016/s0003-9993(00)90231-4,2019,2004
10.1016/s2589-7004(19)30009-6,2019,2019
10.1016/s8756-3282(98)00185-9,2019,1999
10.1017/npt.2018.21,2019,2018
10.1017/s1460396918000699,2019,2018
10.1021/acs.iecr.8b05846,2019,2019
10.1021/acs.jmedchem.6b01469,2019,2017
10.1021/acsaelm.9b00423,2019,2019
10.1021/acsami.8b11416,2019,2018
10.1021/am300292v,2019,2012
10.1021/ie801700s,2019,2009
10.1021/jacs.6b08854,2019,2016
10.1021/jo100319p,2019,2010
10.1023/a:1026125928058,2019,2003
10.1037/lhb0000349,2019,2019
10.1038/cddis.2016.268,2019,2016
10.1038/s41371-019-0174-2,2019,2019
10.1038/s41467-018-06201-5,2019,2018
10.1038/s41562-017-0132,2019,2017
10.1038/s41586-018-0499-y,2019,2018
10.1038/s41591-019-0459-6,2019,2019
10.1038/s41591-019-0481-8,2019,2019
10.1038/s41598-017-07882-6,2019,2017
10.1038/s41598-018-21997-4,2019,2018
10.1038/sj.emboj.7600224,2019,2004
10.1038/sj.emboj.7601404,2019,2006
10.1039/c3ra43048k,2019,2013
10.1039/c3ta10321h,2019,2013
10.1039/c6ra17053f,2019,2016
10.1039/c7ce02034a,2019,2018
10.1039/c7ja00229g,2019,2017
10.1039/c7ta04927g,2019,2017
10.1039/c7ta05459a,2019,2017
10.1039/c8ce00310f,2019,2018
10.1039/c8ja00443a,2019,2019
10.1039/c9cc03363g,2019,2019
10.1039/c9qi00590k,2019,2019
10.1039/c9ra01221d,2019,2019
10.1042/bsr20170856,2019,2017
10.1053/j.jvca.2018.11.036,2019,2019
10.1055/s-0039-1688722,2019,2019
10.1056/nejmicm1905974,2019,2019
10.1063/1.5008606,2019,2018
10.1074/jbc.m007237200,2019,2001
10.1074/jbc.m108128200,2019,2002
10.1074/jbc.m109.012583,2019,2009
10.1074/jbc.m111.221903,2019,2011
10.1074/jbc.m111.232413,2019,2011
10.1074/jbc.m111.241778,2019,2011
10.1074/jbc.m111.260414,2019,2011
10.1074/jbc.m111.290437,2019,2011
10.1074/jbc.m111.307199,2019,2011
10.1074/jbc.m112.345058,2019,2012
10.1074/jbc.m112.355495,2019,2012
10.1074/jbc.m115.669952,2019,2016
10.1074/jbc.m116.713693,2019,2016
10.1074/jbc.m116.715797,2019,2016
10.1074/jbc.m117.775205,2019,2017
10.1074/jbc.m203957200,2019,2002
10.1074/jbc.m208247200,2019,2003
10.1074/jbc.m310051200,2019,2003
10.1074/jbc.m409944200,2019,2004
10.1074/jbc.m505937200,2019,2006
10.1074/jbc.m705409200,2019,2007
10.1074/jbc.m706367200,2019,2008
10.1074/jbc.m708208200,2019,2008
10.1074/mcp.ra118.000792,2019,2018
10.1080/00207390701691574,2019,2008
10.1080/00207390802136560,2019,2008
10.1080/00664677.2019.1615255,2019,2019
10.1080/01430750.2018.1484806,2019,2018
10.1080/01904167.2016.1270314,2019,2017
10.1080/02670836.2019.1565395,2019,2019
10.1080/03009742.2019.1574890,2019,2019
10.1080/03056244.2018.1546687,2019,2019
10.1080/08874417.2018.1563007,2019,2019
10.1080/08982112.2018.1477570,2019,2018
10.1080/09502386.2012.658076,2019,2012
10.1080/09540260802564516,2019,2009
10.1080/10641955.2018.1538378,2019,2018
10.1080/10803548.2017.1419654,2019,2018
10.1080/13537121.2019.1645965,2019,2019
10.1080/14608944.2018.1563986,2019,2019
10.1080/14767058.2017.1286315,2019,2017
10.1080/14767058.2019.1615876,2019,2019
10.1080/14782804.2013.815464,2019,2013
10.1080/14782804.2018.1541673,2019,2018
10.1080/14992027.2019.1672899,2019,2019
10.1080/15222055.2017.1356407,2019,2017
10.1080/15287394.2018.1451176,2019,2018
10.1080/17430437.2013.791488,2019,2013
10.1080/1750399x.2016.1198180,2019,2016
10.1080/1750399x.2018.1497402,2019,2018
10.1080/17521440.2018.1466474,2019,2019
10.1080/19315260.2018.1484836,2019,2018
10.1080/2157930x.2019.1570623,2019,2019
10.1080/23311932.2019.1643518,2019,2019
10.1086/677225,2019,2014
10.1088/1742-6596/1114/1/012003,2019,2018
10.1088/1742-6596/1382/1/012005,2019,2019
10.1088/2516-1083/ab250b,2019,2019
10.1089/ees.2017.0019,2019,2019
10.1093/carcin/bgy036,2019,2018
10.1093/digitalsh/fqz013,2019,2019
10.1093/ehjci/jez019,2019,2019
10.1093/gji/ggx431,2019,2017
10.1093/infdis/jiy116,2019,2018
10.1093/jaarel/lfz020,2019,2019
10.1093/mnras/stw2434,2019,2016
10.1093/mnras/sty1889,2019,2018
10.1093/mnras/sty1891,2019,2018
10.1093/socpro/spu002,2019,2015
10.1093/ve/vez043,2019,2019
10.1097/00002060-199907000-00005,2019,1999
10.1097/00002060-200101000-00005,2019,2001
10.1097/md.0000000000003621,2019,2016
10.1097/md.0000000000010240,2019,2018
10.1097/scs.0000000000005380,2019,2019
10.1097/tp.0b013e3181671f2e,2019,2008
10.1109/access.2019.2906874,2019,2019
10.1109/access.2019.2910577,2019,2019
10.1109/access.2019.2911892,2019,2019
10.1109/africa.2019.8843404,2019,2019
10.1109/ceap.2019.8883462,2019,2019
10.1109/coconet.2018.8476880,2019,2018
10.1109/coconet.2018.8476905,2019,2018
10.1109/coconet.2018.8476907,2019,2018
10.1109/iccct2.2019.8824945,2019,2019
10.1109/icesip46348.2019.8938287,2019,2019
10.1109/temc.2016.2587904,2019,2016
10.1109/temc.2016.2598067,2019,2016
10.1109/temc.2016.2634581,2019,2016
10.1109/temc.2017.2731783,2019,2017
10.1109/temc.2018.2796091,2019,2018
10.1109/temc.2018.2803449,2019,2018
10.1109/temc.2018.2836349,2019,2018
10.1109/temc.2018.2871043,2019,2018
10.1111/1467-9809.12602,2019,2019
10.1111/1744-9987.12781,2019,2018
10.1111/bcpt.12948,2019,2017
10.1111/cbdd.12318,2019,2014
10.1111/cgf.13454,2019,2018
10.1111/dgd.12123,2019,2014
10.1111/his.14046,2019,2019
10.1111/jcmm.12852,2019,2016
10.1111/jcpp.12652,2019,2016
10.1111/jfs.12573,2019,2018
10.1111/jfs.12575,2019,2018
10.1111/jfs.12583,2019,2018
10.1111/puar.13057,2019,2019
10.1111/theo.12175,2019,2019
10.1117/12.818024,2019,2009
10.1124/mol.105.017145,2019,2005
10.1126/science.aah4629,2019,2016
10.1126/scisignal.aad1089,2019,2016
10.1128/genomea.00956-14,2019,2014
10.1128/jvi.76.2.912-917.2002,2019,2002
10.1136/bcr-2019-230034,2019,2019
10.1142/s0219581x06004073,2019,2006
10.1145/3090354.3090409,2019,2017
10.1149/2.0101904jss,2019,2019
10.1152/ajpcell.00291.2018,2019,2019
10.11532/structcivil.63a.251,2019,2017
10.1155/2012/342760,2019,2012
10.1155/2013/234683,2019,2013
10.1155/2013/354630,2019,2012
10.1155/2013/618684,2019,2012
10.1155/2014/216210,2019,2014
10.1155/2014/346834,2019,2014
10.1155/2014/395295,2019,2014
10.1155/2014/604685,2019,2014
10.1155/2015/105695,2019,2015
10.1155/2015/365068,2019,2015
10.1155/2015/857202,2019,2015
10.1155/2015/978654,2019,2015
10.1155/2016/9282087,2019,2016
10.1155/2017/2862360,2019,2017
10.1155/2017/4603701,2019,2017
10.1155/2018/1036214,2019,2018
10.1155/2018/4537214,2019,2018
10.1155/2018/9857026,2019,2018
10.1155/2019/2723686,2019,2019
10.1158/0008-5472.can-03-2654,2019,2004
10.1159/000077346,2019,2004
10.1159/000085681,2019,2005
10.1159/000117193,2019,1996
10.1159/000256650,2019,2009
10.1161/01.str.27.12.2183,2019,1996
10.1161/01.str.28.4.736,2019,1997
10.1161/01.str.29.7.1373,2019,1998
10.1161/01.str.32.7.1673,2019,2001
10.1172/jci92001,2019,2017
10.1177/0021998310377944,2019,2011
10.1177/0021998310378909,2019,2011
10.1177/0044118x18770309,2019,2018
10.1177/0284185118774956,2019,2018
10.1177/0954409716674983,2019,2016
10.1177/0958305x16664834,2019,2016
10.1177/0960327118814162,2019,2018
10.1177/1055665618754946,2019,2018
10.1177/1056789511406561,2019,2011
10.1177/1056789511431991,2019,2011
10.1177/1090820x11398476,2019,2011
10.1177/1687814017707131,2019,2017
10.1177/1753193418773256,2019,2018
10.1177/2047487317723212,2019,2017
10.1186/s12870-019-1643-z,2019,2019
10.1186/s12871-018-0608-3,2019,2018
10.1186/s12875-018-0713-x,2019,2018
10.1186/s12943-015-0315-3,2019,2015
10.1186/s12957-015-0607-5,2019,2015
10.1186/s13287-018-0952-8,2019,2018
10.1186/s40798-018-0134-3,2019,2018
10.1186/s41687-019-0094-5,2019,2019
10.1210/jc.2018-02306,2019,2018
10.1253/circj.cj-17-0411,2019,2017
10.12659/msm.902374,2019,2017
10.12737/11594,2019,2015
10.12737/14405,2019,2015
10.12737/20290,2019,2016
10.12737/7578,2019,2015
10.12891/ceog2136.2016,2019,2016
10.1364/ao.58.003767,2019,2019
10.1371/journal.pbio.3000063,2019,2019
10.1371/journal.pone.0005528,2019,2009
10.1371/journal.pone.0031019,2019,2012
10.1371/journal.pone.0036909,2019,2012
10.1371/journal.pone.0050919,2019,2012
10.1371/journal.pone.0055298,2019,2013
10.1371/journal.pone.0060727,2019,2013
10.1371/journal.pone.0080026,2019,2013
10.1371/journal.pone.0080584,2019,2013
10.1371/journal.pone.0080768,2019,2013
10.1371/journal.pone.0083995,2019,2014
10.1371/journal.pone.0085113,2019,2014
10.1371/journal.pone.0088181,2019,2014
10.1371/journal.pone.0090062,2019,2014
10.1371/journal.pone.0091946,2019,2014
10.1371/journal.pone.0094426,2019,2014
10.1371/journal.pone.0102602,2019,2014
10.1371/journal.pone.0109671,2019,2014
10.1371/journal.pone.0112135,2019,2014
10.1371/journal.pone.0132794,2019,2015
10.1371/journal.pone.0137579,2019,2015
10.1371/journal.pone.0147718,2019,2016
10.1371/journal.pone.0163460,2019,2016
10.1371/journal.pone.0209359,2019,2018
10.1371/journal.pone.0216079,2019,2019
10.14253/acn.2018.20.2.57,2019,2018
10.14348/molcells.2016.0243,2019,2016
10.14740/jmc2989w,2019,2018
10.1515/9783486817089-001,2019,1967
10.1515/9783486817089-fm,2019,1967
10.1515/cclm.2000.079,2019,2005
10.1515/chempap-2016-0012,2019,2016
10.1515/opag-2019-0004,2019,2019
10.1517/14656566.2013.763796,2019,2013
10.1517/14656566.8.16.2743,2019,2007
10.15217/issn1684-8853.2015.2.67,2019,2015
10.15372/hss20160107,2019,2015
10.15372/phe20160511,2019,2016
10.1538/expanim.56.103,2019,2007
10.15421/2019_775,2019,2019
10.15643/libartrus-2015.2.2,2019,2015
10.15862/19evn116,2019,2016
10.15866/irease.v11i5.15810,2019,2018
10.1631/jzus.b1800530,2019,2019
10.17116/jnevro20151155191-93,2019,2015
10.17116/kurort2016436-41,2019,2015
10.17116/onkolog20165411-16,2019,2016
10.17116/terarkh201688196-100,2019,2016
10.17138/tgft(7)25-34,2019,2019
10.17217/2079-0333-2015-34-114-123,2019,2015
10.17803/1729-5920.2015.109.12.074-086,2019,2015
10.17803/1729-5920.2016.114.5.217-224,2019,2016
10.17803/1994-1471.2015.60.11.125-130,2019,2015
10.17803/1994-1471.2016.62.1.166-171,2019,2016
10.17835/2078-5429.2016.7.3.143-152,2019,2016
10.1785/0220160107,2019,2016
10.17922/2071-3665-2015-14-4-60-67,2019,2015
10.18240/ijo.2019.06.24,2019,2019
10.18384/2224-0209-2015-4-719,2019,2015
10.18454/irj.2015.42.161,2019,2015
10.18454/irj.2016.52.097,2019,2016
10.18454/irj.2016.53.066,2019,2016
10.18454/irj.2016.53.111,2019,2016
10.18454/irj.2016.53.186,2019,2016
10.18488/journal.107.2018.63.115.128,2019,2018
10.18502/jthc.v14i1.653,2019,2019
10.18632/oncotarget.11659,2019,2016
10.18632/oncotarget.12718,2019,2016
10.20310/1810-0201-2015-20-11(151)-135-145,2019,2015
10.20964/2018.12.69,2019,2018
10.20964/2019.10.44,2019,2019
10.21037/jss.2018.05.20,2019,2018
10.21037/tcr.2017.06.18,2019,2017
10.2105/ajph.2018.304346,2019,2018
10.2147/ijn.s79489,2019,2015
10.2165/11598440-000000000-00000,2019,2012
10.2169/internalmedicine.2301-18,2019,2019
10.2174/1874149501812010481,2019,2018
10.21823/2311-2905-2018-24-4-137-147,2019,2018
10.21873/anticanres.13709,2019,2019
10.22363/2312-797x-2017-12-1-17-24,2019,2017
10.22405/2304-4772-2018-1-4-106-112,2019,2018
10.22616/erdev2019.18.n232,2019,2019
10.2298/tsci181119187p,2019,2019
10.2298/vetgl1502041d,2019,2015
10.2320/matertrans1989.37.99,2019,1996
10.2320/matertrans1989.40.1382,2019,1999
10.2337/db10-0860,2019,2010
10.2337/diabetes.50.6.1244,2019,2001
10.24411/1728-323x-2018-13096,2019,2018
10.24833/2071-8160-2015-1-40-193-208,2019,2015
10.24926/iip.v10i1.1621,2019,2019
10.24926/iip.v10i1.1622,2019,2019
10.24926/iip.v10i1.1637,2019,2019
10.24926/iip.v10i3.1659,2019,2019
10.24926/iip.v11i1.1662,2019,2019
10.2514/6.2018-1694,2019,2018
10.29333/ejmste/85957,2019,2018
10.29333/ejmste/86214,2019,2018
10.29333/ejmste/90019,2019,2018
10.29333/ejmste/91246,2019,2018
10.30574/gscbps.2018.2.2.0004,2019,2018
10.3109/10641963.2015.1131288,2019,2016
10.31128/ajgp-01-19-4825,2019,2019
10.3130/aija.62.95_1,2019,2017
10.3139/146.110509,2019,2011
10.3177/jnsv.52.393,2019,2006
10.3177/jnsv.60.71,2019,2014
10.31772/2587-6066-2018-19-3-497-503,2019,2018
10.31857/s013207690002187-7,2019,2018
10.3233/jifs-16554,2019,2017
10.32478/evaluasi.v2i2.169,2019,2018
10.3389/fimmu.2018.00824,2019,2018
10.3389/fpls.2016.01195,2019,2016
10.3389/fpubh.2014.00154,2019,2014
10.3390/app8112184,2019,2018
10.3390/catal8120661,2019,2018
10.3390/en10101643,2019,2017
10.3390/ijgi8010039,2019,2019
10.3390/magnetochemistry5020031,2019,2019
10.3390/metabo9020025,2019,2019
10.3390/rs11020133,2019,2019
10.36511/2078-5356-2019-3-87-94,2019,2019
10.3889/oamjms.2017.010,2019,2017
10.3892/mmr.2018.9514,2019,2018
