openalex_author_id,author,paper_key,doi,source_author_names,publication_year,retraction_year,retraction_lag_years,match_type
A5100435575,Ping Li,doi:10.1155/2022/7297499,10.1155/2022/7297499,Ping Li,2022,2023,1,Exact
A5100435590,Ping Li,doi:10.1038/s41417-020-00220-5,10.1038/s41417-020-00220-5,Ping Li,2020,2023,3,Exact
A5100435590,Ping Li,doi:10.1159/000477121,10.1159/000477121,Ping Li,2017,2023,6,Exact
A5100435653,Dan Wang,doi:10.1155/2022/2894426,10.1155/2022/2894426,Dan Wang,2022,2023,1,Exact
A5100435715,Lei Wang,doi:10.3892/ijo.2018.4576,10.3892/ijo.2018.4576,Lei Wang,2018,2022,4,Exact
A5100435716,Lei Wang,doi:10.3233/cbm-201518,10.3233/cbm-201518,Lei Wang,2020,2022,2,Exact
A5100435721,Lei Wang,doi:10.1186/s12906-017-1642-2,10.1186/s12906-017-1642-2,Lei Wang,2017,2023,6,Exact
A5100435726,Lei Wang,doi:10.1074/jbc.m116.715797,10.1074/jbc.m116.715797,Lei Wang,2016,2019,3,Exact
A5100435726,Lei Wang,doi:10.2147/ott.s183847,10.2147/ott.s183847,Lei Wang,2018,2021,3,Exact
A5100435728,Lei Wang,doi:10.1007/s00371-011-0635-2,10.1007/s00371-011-0635-2,Lei Wang,2011,2014,3,Exact
A5100435738,Lei Wang,doi:10.1155/2022/5435207,10.1155/2022/5435207,Lei Wang,2022,2023,1,Exact
A5100435745,Lei Wang,doi:10.1002/adsc.201801165,10.1002/adsc.201801165,Lei Wang,2018,2020,2,Exact
A5100435752,Wang Lei,doi:10.1109/icams.2010.5553008,10.1109/icams.2010.5553008,Lei Wang,2010,2010,0,Exact
A5100435763,Lei Wang,doi:10.1155/2022/2756459,10.1155/2022/2756459,Lei Wang,2022,2023,1,Exact
A5100435797,Lei Wang,doi:10.1186/s40035-018-0128-6,10.1186/s40035-018-0128-6,Lei Wang,2018,2022,4,Exact
A5100435801,Lei Wang,doi:10.1155/2021/4468140,10.1155/2021/4468140,Lei Wang,2021,2023,2,Exact
A5100435801,Lei Wang,doi:10.1371/journal.pone.0166172,10.1371/journal.pone.0166172,Lei Wang,2016,2023,7,Exact
A5100435801,Lei Wang,doi:10.3892/mmr.2016.5571,10.3892/mmr.2016.5571,Lei Wang,2016,2023,7,Exact
A5100435829,Lei Wang,doi:10.1155/2022/9368920,10.1155/2022/9368920,Lei Wang,2022,2023,1,Exact
A5100435829,Lei Wang,doi:10.1155/2020/7278085,10.1155/2020/7278085,Lei Wang,2020,2024,4,Exact
A5100435832,Lei Wang,doi:10.1093/toxsci/kfs242,10.1093/toxsci/kfs242,Lei Wang,2012,2020,8,Exact
A5100435832,Lei Wang,doi:10.1155/2021/6656948,10.1155/2021/6656948,Lei Wang,2021,2022,1,Exact
A5100435848,Lei Wang,doi:10.1007/s00500-024-09635-w,10.1007/s00500-024-09635-w,Lei Wang,2024,2025,1,Exact
A5100435864,Lei Wang,doi:10.1109/etcs.2010.549,10.1109/etcs.2010.549,Lei Wang,2010,2010,0,Exact
A5100435871,Lei Wang,doi:10.1155/2022/6202457,10.1155/2022/6202457,Lei Wang,2022,2023,1,Exact
A5100435890,Lei Wang,doi:10.1124/mol.118.113407,10.1124/mol.118.113407,Lei Wang,2018,2019,1,Exact
A5100435903,Lei Wang,doi:10.3892/ijmm.2019.4245,10.3892/ijmm.2019.4245,Lei Wang,2019,2021,2,Exact
A5100435903,Lei Wang,doi:10.2147/ott.s278582,10.2147/ott.s278582,Lei Wang,2020,2022,2,Exact
A5100435903,Lei Wang,doi:10.3892/mmr.2018.9403,10.3892/mmr.2018.9403,Lei Wang,2018,2024,6,Exact
A5100435904,Lei Wang,doi:10.1002/14651858.cd008978,10.1002/14651858.cd008978,Lei Wang,2011,2014,3,Exact
A5100435904,Lei Wang,doi:10.2147/ott.s79727,10.2147/ott.s79727,Lei Wang,2017,2017,0,Exact
A5100435904,Lei Wang,doi:10.1109/access.2020.3021490,10.1109/access.2020.3021490,Lei Wang,2020,2020,0,Exact
A5100435914,Lei Wang,doi:10.1002/jcb.29170,10.1002/jcb.29170,Lei Wang,2019,2021,2,Exact
A5100435917,Lei Wang,doi:10.1074/jbc.m115.675371,10.1074/jbc.m115.675371,Lei Wang,2015,2018,3,Exact
A5100435927,Lei Wang,doi:10.2147/ndt.s82864,10.2147/ndt.s82864,Lei Wang,2015,2016,1,Exact
A5100435927,Lei Wang,doi:10.1155/2021/1300920,10.1155/2021/1300920,Lei Wang,2021,2023,2,Exact
A5100435955,Lei Wang,doi:10.3727/096504018x15199511344806,10.3727/096504018x15199511344806,Lei Wang,2018,2024,6,Exact
A5100435976,Lei Wang,doi:10.1007/s10803-023-06081-9,10.1007/s10803-023-06081-9,Lei Wang,2023,2024,1,Exact
A5100435992,Lei Wang,doi:10.1016/s1995-7645(14)60139-5,10.1016/s1995-7645(14)60139-5,Lei Wang,2014,2014,0,Exact
A5100435994,Lei Wang,doi:10.1109/icmss.2009.5301007,10.1109/icmss.2009.5301007,Lei Wang,2009,2009,0,Exact
A5100436005,Lei Wang,doi:10.1002/jcb.26886,10.1002/jcb.26886,Lei Wang,2018,2021,3,Exact
A5100436005,Lei Wang,doi:10.1038/s41467-018-07998-x,10.1038/s41467-018-07998-x,Lei Wang,2019,2023,4,Exact
A5100436011,Lei Wang,doi:10.1007/s11227-022-04516-1,10.1007/s11227-022-04516-1,Lei Wang,2022,2023,1,Exact
A5100436028,Lei Wang,doi:10.2174/1874149501509010923,10.2174/1874149501509010923,Lei Wang,2015,2016,1,Exact
A5100436052,Lei Wang,doi:10.2147/ott.s168807,10.2147/ott.s168807,Lei Wang,2018,2021,3,Exact
A5100436058,Lei Wang,doi:10.1155/2022/2600755,10.1155/2022/2600755,Lei Wang,2022,2023,1,Exact
A5100436059,Lei Wang,doi:10.1155/2015/108458,10.1155/2015/108458,Lei Wang,2014,2017,3,Exact
A5100436059,Lei Wang,doi:10.3892/ol.2016.5230,10.3892/ol.2016.5230,Lei Wang,2016,2024,8,Exact
A5100436067,Lei Wang,doi:10.1007/s11274-011-0825-0,10.1007/s11274-011-0825-0,Lei Wang,2011,2015,4,Exact
A5100436067,Lei Wang,doi:10.1089/gtmb.2016.0194,10.1089/gtmb.2016.0194,Lei Wang,2017,2021,4,Exact
A5100436090,Lei Wang,doi:10.1002/pros.23483,10.1002/pros.23483,Lei Wang,2018,2019,1,Exact
A5100436090,Lei Wang,doi:10.1155/2022/4813571,10.1155/2022/4813571,Lei Wang,2022,2023,1,Exact
A5100436090,Lei Wang,doi:10.1155/2022/7848143,10.1155/2022/7848143,Lei Wang,2022,2023,1,Exact
A5100436098,Lei Wang,doi:10.1007/s11033-014-3474-1,10.1007/s11033-014-3474-1,Lei Wang,2014,2015,1,Exact
A5100436098,Lei Wang,doi:10.1186/s13046-019-1098-y,10.1186/s13046-019-1098-y,Lei Wang,2019,2022,3,Exact
A5100436099,Lei Wang,doi:10.1155/2022/7130419,10.1155/2022/7130419,Lei Wang,2022,2023,1,Exact
A5100436111,Lei Wang,doi:10.1155/2022/8094732,10.1155/2022/8094732,Lei Wang,2022,2023,1,Exact
A5100436130,Lei Wang,doi:10.1155/2021/5657284,10.1155/2021/5657284,Lei Wang,2021,2023,2,Exact
A5100436140,Lei Wang,doi:10.1109/wicom.2007.1484,10.1109/wicom.2007.1484,Lei Wang,2007,2007,0,Exact
A5100436146,Lei Wang,doi:10.1042/bsr20171184,10.1042/bsr20171184,Lei Wang,2018,2020,2,Exact
A5100436155,Lei Wang,doi:10.1186/s12935-018-0665-1,10.1186/s12935-018-0665-1,Lei Wang,2018,2019,1,Exact
A5100436159,Lei Wang,doi:10.1007/s00439-017-1759-x,10.1007/s00439-017-1759-x,Lei Wang,2017,2021,4,Exact
A5100436162,Lei Wang,doi:10.1186/1472-6882-13-309,10.1186/1472-6882-13-309,Lei Wang,2013,2022,9,Exact
A5100436164,Lei Wang,doi:10.1109/icebeg.2011.5881312,10.1109/icebeg.2011.5881312,Lei Wang,2011,2011,0,Exact
A5100436175,Lei Wang,doi:10.1002/14651858.cd005052.pub2,10.1002/14651858.cd005052.pub2,Lei Wang,2007,2016,9,Exact
A5100436175,Lei Wang,doi:10.1038/srep37227,10.1038/srep37227,Lei Wang,2016,2019,3,Exact
A5100436175,Lei Wang,doi:10.1155/2022/4259499,10.1155/2022/4259499,Lei Wang,2022,2023,1,Exact
A5100436176,Lei Wang,doi:10.1155/2022/1353724,10.1155/2022/1353724,Lei Wang,2022,2023,1,Exact
A5100436455,Yang Zhang,doi:10.3892/etm.2017.4608,10.3892/etm.2017.4608,Yang Zhang,2017,2021,4,Exact
A5100436455,Yang Zhang,doi:10.3892/mmr.2015.4180,10.3892/mmr.2015.4180,Yang Zhang,2015,2021,6,Exact
A5100436606,Jie Zhang,doi:10.1155/2022/6131971,10.1155/2022/6131971,Jie Zhang,2022,2023,1,Exact
A5100436618,Jie Zhang,doi:10.1002/jcp.24069,10.1002/jcp.24069,Jie Zhang,2012,2015,3,Exact
A5100436618,Jie Zhang,doi:10.1016/j.ygyno.2012.03.051,10.1016/j.ygyno.2012.03.051,Jie Zhang,2011,2015,4,Exact
A5100436618,Jie Zhang,doi:10.3389/fcvm.2021.759164,10.3389/fcvm.2021.759164,Jie Zhang,2022,2024,2,Exact
A5100436620,Jie Zhang,doi:10.1371/journal.pgen.1008592,10.1371/journal.pgen.1008592,Jie Zhang,2020,2024,4,Exact
A5100436622,Jie Zhang,doi:10.2147/cmar.s234620,10.2147/cmar.s234620,Jie Zhang,2020,2020,0,Exact
A5100436631,Jie Zhang,doi:10.1155/2021/2002307,10.1155/2021/2002307,Jie Zhang,2021,2023,2,Exact
A5100436631,Jie Zhang,doi:10.1155/2021/4379623,10.1155/2021/4379623,Jie Zhang,2021,2023,2,Exact
A5100436631,Jie Zhang,doi:10.1155/2022/9566927,10.1155/2022/9566927,Jie Zhang,2022,2023,1,Exact
A5100436638,Jie Zhang,doi:10.1109/iccasm.2010.5623192,10.1109/iccasm.2010.5623192,Jie Zhang,2010,2010,0,Exact
A5100436684,Jie Zhang,doi:10.1186/s12879-021-05993-0,10.1186/s12879-021-05993-0,Jie Zhang,2021,2021,0,Exact
A5100436684,Jie Zhang,doi:10.3389/fphar.2019.01071,10.3389/fphar.2019.01071,Jie Zhang,2019,2025,6,Exact
A5100436699,Jie Zhang,doi:10.1007/s13277-012-0340-4,10.1007/s13277-012-0340-4,Jie Zhang,2012,2017,5,Exact
A5100436703,Jie Zhang,doi:10.1155/2022/1620802,10.1155/2022/1620802,Jie Zhang,2022,2023,1,Exact
A5100436704,Jie Zhang,doi:10.1016/j.neulet.2019.03.053,10.1016/j.neulet.2019.03.053,Jie Zhang,2019,2019,0,Exact
A5100436704,Jie Zhang,doi:10.32604/chd.2023.028979,10.32604/chd.2023.028979,Jie Zhang,2023,2023,0,Exact
A5100436712,Jie Zhang,doi:10.1155/2022/1275250,10.1155/2022/1275250,Jie Zhang,2022,2023,1,Exact
A5100436712,Jie Zhang,doi:10.1155/2022/5682599,10.1155/2022/5682599,Jie Zhang,2022,2023,1,Exact
A5100436719,Jie Zhang,doi:10.1016/j.gene.2019.144143,10.1016/j.gene.2019.144143,Jie Zhang,2019,2020,1,Exact
A5100436719,Jie Zhang,doi:10.1016/j.omtn.2019.06.010,10.1016/j.omtn.2019.06.010,Jie Zhang,2019,2022,3,Exact
A5100436719,Jie Zhang,doi:10.1371/journal.pone.0114585,10.1371/journal.pone.0114585,Jie Zhang,2014,2022,8,Exact
A5100436719,Jie Zhang,doi:10.3892/mmr.2017.7814,10.3892/mmr.2017.7814,Jie Zhang,2017,2022,5,Exact
A5100436719,Jie Zhang,doi:10.1371/journal.pgen.1007790,10.1371/journal.pgen.1007790,Jie Zhang,2018,2024,6,Exact
A5100436756,Jie Zhang,doi:10.3892/or.2019.7098,10.3892/or.2019.7098,Jie Zhang,2019,2025,6,Exact
A5100436760,Jie Zhang,doi:10.3389/fenvs.2022.1001135,10.3389/fenvs.2022.1001135,Jie Zhang,2022,2023,1,Exact
A5100436762,Jie Zhang,doi:10.1155/2022/7240936,10.1155/2022/7240936,Jie Zhang,2022,2024,2,Exact
A5100436791,Jie Zhang,doi:10.1016/j.biopha.2016.06.045,10.1016/j.biopha.2016.06.045,Jie Zhang,2016,2020,4,Exact
A5100436791,Jie Zhang,doi:10.1177/0394632017703274,10.1177/0394632017703274,Jie Zhang,2017,2021,4,Exact
A5100436791,Jie Zhang,doi:10.1371/journal.pone.0158433,10.1371/journal.pone.0158433,Jie Zhang,2016,2021,5,Exact
A5100436808,Jie Zhang,doi:10.1016/j.plaphy.2022.08.011,10.1016/j.plaphy.2022.08.011,Jie Zhang,2022,2022,0,Exact
A5100436831,Jie Zhang,doi:10.1155/2021/8174600,10.1155/2021/8174600,Jie Zhang,2021,2023,2,Exact
A5100436833,Jie Zhang,doi:10.1042/bsr20181635,10.1042/bsr20181635,Jie Zhang,2019,2021,2,Exact
A5100436834,Jie Zhang,doi:10.1109/icmlc.2011.6017020,10.1109/icmlc.2011.6017020,Jie Zhang,2011,2011,0,Exact
A5100436834,Jie Zhang,doi:10.1016/j.biopha.2018.05.013,10.1016/j.biopha.2018.05.013,Jie Zhang,2018,2020,2,Exact
A5100436834,Jie Zhang,doi:10.1155/2013/617243,10.1155/2013/617243,Jie Zhang,2013,2020,7,Exact
A5100436834,Jie Zhang,doi:10.2147/ott.s233906,10.2147/ott.s233906,Jie Zhang,2020,2024,4,Exact
A5100436834,Jie Zhang,doi:10.3389/fimmu.2019.02819,10.3389/fimmu.2019.02819,Jie Zhang,2019,2024,5,Exact
A5100436834,Jie Zhang,doi:10.3389/fimmu.2020.00277,10.3389/fimmu.2020.00277,Jie Zhang,2019,2024,5,Exact
A5100436846,Jie Zhang,doi:10.3390/electronics10212700,10.3390/electronics10212700,Jie Zhang,2021,2024,3,Exact
A5100437917,Li Yang,doi:10.1155/2021/6389001,10.1155/2021/6389001,Yang Li,2021,2023,2,Exact
A5100438621,Gang Li,doi:10.1021/jacs.3c13085,10.1021/jacs.3c13085,Gang Li,2024,2025,1,Exact
A5100438621,Gang Li,doi:10.1021/jacs.3c14481,10.1021/jacs.3c14481,Gang Li,2024,2025,1,Exact
A5100438631,Gang Li,doi:10.1016/j.anireprosci.2008.04.009,10.1016/j.anireprosci.2008.04.009,Gang Li,2009,2010,1,Exact
A5100438635,Gang Li,doi:10.1159/000490473,10.1159/000490473,Gang Li,2018,2023,5,Exact
A5100438635,Gang Li,doi:10.1155/2021/6624245,10.1155/2021/6624245,Gang Li,2021,2024,3,Exact
A5100438640,Gang Li,doi:10.1109/ieec.2009.79,10.1109/ieec.2009.79,Gang Li,2009,2009,0,Exact
A5100438669,Gang Li,doi:10.2147/ott.s241816,10.2147/ott.s241816,Gang Li,2020,2024,4,Exact
A5100438676,Gang Li,doi:10.1109/icebeg.2011.5882333,10.1109/icebeg.2011.5882333,Gang Li,2011,2011,0,Exact
A5100438676,Gang Li,doi:10.3233/jifs-212780,10.3233/jifs-212780,Gang Li,2022,2024,2,Exact
A5100438687,Gang Li,doi:10.1007/s13277-014-2661-y,10.1007/s13277-014-2661-y,Gang Li,2014,2017,3,Exact
A5100438687,Gang Li,doi:10.2147/ott.s118346,10.2147/ott.s118346,Gang Li,2016,2017,1,Exact
A5100438687,Gang Li,doi:10.1002/jcb.26330,10.1002/jcb.26330,Gang Li,2017,2021,4,Exact
A5100438687,Gang Li,doi:10.1186/s12920-022-01182-3,10.1186/s12920-022-01182-3,Gang Li,2022,2024,2,Exact
A5100438690,Gang Li,doi:10.1080/21655979.2021.2013722,10.1080/21655979.2021.2013722,Gang Li,2021,2024,3,Exact
A5100438696,Gang Li,doi:10.1016/j.bbrc.2020.02.061,10.1016/j.bbrc.2020.02.061,Gang Li,2020,2021,1,Exact
A5100438696,Gang Li,doi:10.1111/iwj.14091,10.1111/iwj.14091,Gang Li,2023,2025,2,Exact
A5100438698,Gang Li,doi:10.1002/jcb.26729,10.1002/jcb.26729,Gang Li,2018,2021,3,Exact
A5100438708,Gang Li,doi:10.1080/15384101.2019.1667707,10.1080/15384101.2019.1667707,Gang Li,2019,2022,3,Exact
A5100438749,Gang Li,doi:10.1155/2021/5574207,10.1155/2021/5574207,Gang Li,2021,2024,3,Exact
A5100438769,Gang Li,doi:10.1007/s10586-018-2119-x,10.1007/s10586-018-2119-x,Gang Li,2018,2022,4,Exact
A5100438769,Gang Li,doi:10.1155/2022/4761230,10.1155/2022/4761230,Gang Li,2022,2023,1,Exact
A5100438784,Gang Li,doi:10.1155/2022/3689895,10.1155/2022/3689895,Gang Li,2022,2023,1,Exact
A5100438788,Gang� Li,doi:10.1016/j.yexmp.2020.104529,10.1016/j.yexmp.2020.104529,Gang Li,2020,2021,1,Exact
A5100438788,Gang� Li,doi:10.1080/15384101.2020.1856498,10.1080/15384101.2020.1856498,Gang Li,2020,2022,2,Exact
A5100438788,Gang� Li,doi:10.1016/j.biopha.2018.05.042,10.1016/j.biopha.2018.05.042,Gang Li,2018,2023,5,Exact
A5100439149,Yan Li,doi:10.3389/fnmol.2017.00194,10.3389/fnmol.2017.00194,Yan Li,2017,2023,6,Exact
A5100439965,Jing Li,doi:10.1007/s13277-015-3998-6,10.1007/s13277-015-3998-6,Jing Li,2015,2021,6,Exact
A5100439986,Jie Wang,doi:10.1155/2018/9420745,10.1155/2018/9420745,Jie Wang,2018,2020,2,Exact
A5100439986,Jie Wang,doi:10.1159/000490136,10.1159/000490136,Jie Wang,2018,2022,4,Exact
A5100439986,Jie Wang,doi:10.1155/2022/5406649,10.1155/2022/5406649,Jie Wang,2022,2023,1,Exact
A5100439994,Jie Wang,doi:10.3233/jifs-179223,10.3233/jifs-179223,Jie Wang,2019,2024,5,Exact
A5100439994,Jie Wang,doi:10.3233/jifs-179235,10.3233/jifs-179235,Jie Wang,2019,2025,6,Exact
A5100439998,Jie Wang,doi:10.1155/2021/4356770,10.1155/2021/4356770,Jie Wang,2021,2023,2,Exact
A5100440013,Jie Wang,doi:10.1371/journal.pone.0094855,10.1371/journal.pone.0094855,Jie Wang,2014,2018,4,Exact
A5100440013,Jie Wang,doi:10.21037/jtd.2018.11.37,10.21037/jtd.2018.11.37,Jie Wang,2018,2021,3,Exact
A5100440013,Jie Wang,doi:10.1155/2022/7497555,10.1155/2022/7497555,Jie Wang,2022,2023,1,Exact
A5100440013,Jie Wang,doi:10.1042/bsr20191711,10.1042/bsr20191711,Jie Wang,2019,2024,5,Exact
A5100440014,Jie Wang,doi:10.21037/tcr-22-346,10.21037/tcr-22-346,Jie Wang,2022,2024,2,Exact
A5100440056,Jie Wang,doi:10.3892/etm.2021.10440,10.3892/etm.2021.10440,Jie Wang,2021,2024,3,Exact
A5100440069,Jie Wang,doi:10.3390/coatings11020234,10.3390/coatings11020234,Jie Wang,2021,2025,4,Exact
A5100440080,Jie Wang,doi:10.1155/2022/2467887,10.1155/2022/2467887,Jie Wang,2022,2023,1,Exact
A5100440086,Jie Wang,doi:10.1371/journal.pone.0202987,10.1371/journal.pone.0202987,Jie Wang,2018,2022,4,Exact
A5100440113,Jie Wang,doi:10.1021/acsmacrolett.9b00296,10.1021/acsmacrolett.9b00296,Jie Wang,2019,2021,2,Exact
A5100440119,Jie Wang,doi:10.1109/aimsec.2011.6011007,10.1109/aimsec.2011.6011007,Jie Wang,2011,2011,0,Exact
A5100440120,Jie Wang,doi:10.1159/000453140,10.1159/000453140,Jie Wang,2016,2021,5,Exact
A5100440120,Jie Wang,doi:10.1016/j.omtn.2018.07.001,10.1016/j.omtn.2018.07.001,Jie Wang,2018,2022,4,Exact
A5100440139,Jie Wang,doi:10.1016/j.intimp.2021.107740,10.1016/j.intimp.2021.107740,Jie Wang,2021,2021,0,Exact
A5100440164,Jie Wang,doi:10.3970/cmc.2018.03687,10.3970/cmc.2018.03687,Jie Wang,2018,2018,0,Exact
A5100440167,Jie Wang,doi:10.1109/apccas.2000.913405,10.1109/apccas.2000.913405,Jie Wang,2000,2022,22,Exact
A5100440179,Jie Wang,doi:10.1155/2022/2235025,10.1155/2022/2235025,Jie Wang,2022,2023,1,Exact
A5100440182,Jie Wang,doi:10.1109/icbbe.2011.5781040,10.1109/icbbe.2011.5781040,Jie Wang,2011,2011,0,Exact
A5100440186,Jie Wang,doi:10.1155/2019/5949485,10.1155/2019/5949485,Jie Wang,2019,2024,5,Exact
A5100440252,Lei Li,doi:10.1088/1742-6596/2066/1/012045,10.1088/1742-6596/2066/1/012045,Lei Li,2021,2022,1,Exact
A5100440256,Lei Li,doi:10.1002/2211-5463.13025,10.1002/2211-5463.13025,Lei Li,2020,2022,2,Exact
A5100440257,Lei Li,doi:10.1007/s00784-012-0717-1,10.1007/s00784-012-0717-1,Lei Li,2012,2012,0,Exact
A5100440258,Lei Li,doi:10.1186/s40359-023-01501-y,10.1186/s40359-023-01501-y,Lei Li,2024,2025,1,Exact
A5100440268,Lei Li,doi:10.1155/2022/1475871,10.1155/2022/1475871,Lei Li,2022,2023,1,Exact
A5100440268,Lei Li,doi:10.1371/journal.pone.0057818,10.1371/journal.pone.0057818,Lei Li,2013,2024,11,Exact
A5100440274,Lei Li,doi:10.1016/j.jallcom.2015.06.194,10.1016/j.jallcom.2015.06.194,Lei Li,2015,2016,1,Exact
A5100440283,Lei Li,doi:10.1155/2021/4604883,10.1155/2021/4604883,Lei Li,2021,2024,3,Exact
A5100440288,Lei Li,doi:10.1016/j.ymthe.2021.02.009,10.1016/j.ymthe.2021.02.009,Lei Li,2021,2022,1,Exact
A5100440299,Lei Li,doi:10.1038/s41419-022-04678-z,10.1038/s41419-022-04678-z,Lei Li,2022,2022,0,Exact
A5100440302,Lei Li,doi:10.1155/2022/1293821,10.1155/2022/1293821,Lei Li,2022,2023,1,Exact
A5100440304,Lei Li,doi:10.1109/icbbe.2011.5780186,10.1109/icbbe.2011.5780186,Lei Li,2011,2011,0,Exact
A5100440311,Lei Li,doi:10.1155/2022/7718248,10.1155/2022/7718248,Lei Li,2022,2023,1,Exact
A5100440315,Lei Li,doi:10.1002/cam4.1329,10.1002/cam4.1329,Lei Li,2018,2021,3,Exact
A5100440316,Lei Li,doi:10.1155/2022/6471437,10.1155/2022/6471437,Lei Li,2022,2023,1,Exact
A5100440326,Lei Li,doi:10.1109/icams.2010.5553104,10.1109/icams.2010.5553104,Lei Li,2010,2010,0,Exact
A5100440326,Lei Li,doi:10.1109/icams.2010.5553105,10.1109/icams.2010.5553105,Lei Li,2010,2010,0,Exact
A5100440326,Lei Li,doi:10.1109/wmsvm.2010.59,10.1109/wmsvm.2010.59,Lei Li,2010,2010,0,Exact
A5100440340,Lei Li,doi:10.1371/journal.pone.0064373,10.1371/journal.pone.0064373,Lei Li,2013,2019,6,Exact
A5100440352,Lei Li,doi:10.1155/2022/6390812,10.1155/2022/6390812,Lei Li,2022,2023,1,Exact
A5100440352,Lei Li,doi:10.3389/fendo.2019.00073,10.3389/fendo.2019.00073,Lei Li,2019,2025,6,Exact
A5100440367,Lei Li,doi:10.1111/jcmm.13557,10.1111/jcmm.13557,Lei Li,2018,2021,3,Exact
A5100440367,Lei Li,doi:10.1016/j.heliyon.2024.e24394,10.1016/j.heliyon.2024.e24394,Lei Li,2024,2025,1,Exact
A5100440407,Lei Li,doi:10.1155/2022/5473153,10.1155/2022/5473153,Lei Li,2022,2023,1,Exact
A5100440418,Lei Li,doi:10.1186/s13046-021-01889-8,10.1186/s13046-021-01889-8,Lei Li,2021,2023,2,Exact
A5100440423,Lei Li,doi:10.1109/icbbe.2011.5781185,10.1109/icbbe.2011.5781185,Lei Li,2011,2011,0,Exact
A5100440426,Lei Li,doi:10.1109/esiat.2010.5568389,10.1109/esiat.2010.5568389,Lei Li,2010,2010,0,Exact
A5100440800,Tao Li,doi:10.1145/3307650.3322260,10.1145/3307650.3322260,Tao Li,2019,2021,2,Exact
A5100440812,Tao Li,doi:10.1155/2021/5972962,10.1155/2021/5972962,Tao Li,2021,2023,2,Exact
A5100441462,Wei Zhang,doi:10.1088/2053-1591/ac1f4a,10.1088/2053-1591/ac1f4a,Wei Zhang,2021,2022,1,Exact
A5100441521,Wei Zhang,doi:10.1016/j.jsps.2017.04.013,10.1016/j.jsps.2017.04.013,Wei Zhang,2017,2020,3,Exact
A5100441526,Wei Zhang,doi:10.1155/2022/8323017,10.1155/2022/8323017,Wei Zhang,2022,2023,1,Exact
A5100441545,Wei Zhang,doi:10.1155/2021/1436088,10.1155/2021/1436088,Wei Zhang,2021,2023,2,Exact
A5100441562,Wei Zhang,doi:10.1155/2022/4539125,10.1155/2022/4539125,Wei Zhang,2022,2023,1,Exact
A5100441570,Wěi Zhāng,doi:10.3233/jifs-239569,10.3233/jifs-239569,Wei Zhang,2023,2025,2,Exact
A5100441581,Wei Zhang,doi:10.3892/or.2017.6018,10.3892/or.2017.6018,Wei Zhang,2017,2021,4,Exact
A5100441581,Wei Zhang,doi:10.3892/or.2018.6774,10.3892/or.2018.6774,Wei Zhang,2018,2022,4,Exact
A5100441581,Wei Zhang,doi:10.1155/2022/3611540,10.1155/2022/3611540,Wei Zhang,2022,2023,1,Exact
A5100441583,Wei Zhang,doi:10.12659/msm.907816,10.12659/msm.907816,Wei Zhang,2018,2018,0,Exact
A5100441583,Wei Zhang,doi:10.1016/j.ymthe.2019.09.024,10.1016/j.ymthe.2019.09.024,Wei Zhang,2019,2023,4,Exact
A5100441631,Wei Zhang,doi:10.1186/1471-2474-10-141,10.1186/1471-2474-10-141,Wei Zhang,2009,2015,6,Exact
A5100441631,Wei Zhang,doi:10.1042/bsr20180941,10.1042/bsr20180941,Wei Zhang,2019,2024,5,Exact
A5100441642,Wei Zhang,doi:10.1155/2022/1191419,10.1155/2022/1191419,Wei Zhang,2022,2023,1,Exact
A5100441647,Wei Zhang,doi:10.4028/www.scientific.net/amm.341-342.204,10.4028/www.scientific.net/amm.341-342.204,Wei Zhang,2013,2013,0,Exact
A5100441649,Wei Zhang,doi:10.1155/2021/3097432,10.1155/2021/3097432,Wei Zhang,2021,2023,2,Exact
A5100441650,Wei Zhang,doi:10.1111/bph.12725,10.1111/bph.12725,Wei Zhang,2014,2015,1,Exact
A5100441650,Wei Zhang,doi:10.1002/psc.2484,10.1002/psc.2484,Wei Zhang,2013,2016,3,Exact
A5100441683,Wei Zhang,doi:10.1109/icmss.2010.5576750,10.1109/icmss.2010.5576750,Wei Zhang,2010,2010,0,Exact
A5100441686,Wei Zhang,doi:10.1016/j.yexcr.2021.112661,10.1016/j.yexcr.2021.112661,Wei Zhang,2021,2023,2,Exact
A5100441686,Wei Zhang,doi:10.1186/s13046-019-1134-y,10.1186/s13046-019-1134-y,Wei Zhang,2019,2023,4,Exact
A5100441686,Wei Zhang,doi:10.3892/ijo.2014.2527,10.3892/ijo.2014.2527,Wei Zhang,2014,2025,11,Exact
A5100441688,Wei Zhang,doi:10.1080/24701556.2020.1811327,10.1080/24701556.2020.1811327,Wei Zhang,2020,2024,4,Exact
A5100441706,Wei Zhang,doi:10.1155/2022/2097422,10.1155/2022/2097422,Wei Zhang,2022,2023,1,Exact
A5100441706,Wei Zhang,doi:10.1155/2022/7564988,10.1155/2022/7564988,Wei Zhang,2022,2023,1,Exact
A5100441726,Wei Zhang,doi:10.1109/aimsec.2011.6009970,10.1109/aimsec.2011.6009970,Wei Zhang,2011,2011,0,Exact
A5100441730,Wei Zhang,doi:10.4028/www.scientific.net/amr.760-762.45,10.4028/www.scientific.net/amr.760-762.45,Wei Zhang,2013,2013,0,Exact
A5100441730,Wei Zhang,doi:10.3978/j.issn.2072-1439.2014.09.03,10.3978/j.issn.2072-1439.2014.09.03,Wei Zhang,2014,2015,1,Exact
