sample_row,doi,doi_url,openalex_id,openalex_url,openalex_matched,citation_history_retrieved,title,authors,journal,publisher,publication_year,retraction_year,retraction_year_stratum,fixed_minus_5_to_plus_5_cohort,post_retraction_citing_works_years_plus_1_to_plus_5,top_200_post_retraction_rank,sample_random_seed,retraction_cutoff_year,openalex_retrieved_date,calendar_year_relative_minus_5,included_in_denominator_relative_minus_5,citing_works_relative_minus_5,calendar_year_relative_minus_4,included_in_denominator_relative_minus_4,citing_works_relative_minus_4,calendar_year_relative_minus_3,included_in_denominator_relative_minus_3,citing_works_relative_minus_3,calendar_year_relative_minus_2,included_in_denominator_relative_minus_2,citing_works_relative_minus_2,calendar_year_relative_minus_1,included_in_denominator_relative_minus_1,citing_works_relative_minus_1,calendar_year_relative_zero,included_in_denominator_relative_zero,citing_works_relative_zero,calendar_year_relative_plus_1,included_in_denominator_relative_plus_1,citing_works_relative_plus_1,calendar_year_relative_plus_2,included_in_denominator_relative_plus_2,citing_works_relative_plus_2,calendar_year_relative_plus_3,included_in_denominator_relative_plus_3,citing_works_relative_plus_3,calendar_year_relative_plus_4,included_in_denominator_relative_plus_4,citing_works_relative_plus_4,calendar_year_relative_plus_5,included_in_denominator_relative_plus_5,citing_works_relative_plus_5
5479,10.5937/zasmat1504522j,https://doi.org/10.5937/zasmat1504522j,W2412789634,https://openalex.org/W2412789634,TRUE,TRUE,The role and action mechanism of inhibitors in solutions for etching steel,Zorana Janković;Bosiljkaa Ljubičić;Sašab Mićin,Zaštita materijala,CEON/CEES,2016,2016,2016,FALSE,0,,20260712,2020,2026-07-18,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0
5480,10.6065/apem.2015.20.4.226,https://doi.org/10.6065/apem.2015.20.4.226,W2270979754,https://openalex.org/W2270979754,TRUE,TRUE,"Mixed gonadal dysgenesis in 45,X Turner syndrome with SRY gene",Jae Yeop Jung;Sohyoung Yang;Eun-Hwan Jeong;Ho-Chang Lee;Yong-Moon Lee;Heon-Seok Han;Kyung Hee Yi,Annals of Pediatric Endocrinology & Metabolism (APEM),Korean Society of Pediatric Endocrinology,2015,2016,2016,FALSE,2,,20260712,2020,2026-07-18,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,1,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,1,2021,TRUE,0
5481,10.7475/kjan.2016.28.2.136,https://doi.org/10.7475/kjan.2016.28.2.136,W2398683121,https://openalex.org/W2398683121,TRUE,TRUE,Obesity Status and Predictors of Obesity for Military Executive Members of the Korean Army Personnel,Jeong Sook Park;Soon Yang Jang,Korean Journal of Adult Nursing,Korean Society of Adult Nursing,2016,2016,2016,FALSE,1,,20260712,2020,2026-07-18,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,1
5482,10.7717/peerj.1588,https://doi.org/10.7717/peerj.1588,W2300245847,https://openalex.org/W2300245847,TRUE,TRUE,Mechanism of action of novel piperazine containing a toxicant against human liver cancer cells,Nima Samie;Sekaran Muniandy;M S Kanthimathi;Batoul Sadat Haerian,PeerJ,PeerJ,2016,2016,2016,FALSE,2,,20260712,2020,2026-07-18,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,3,2017,TRUE,0,2018,TRUE,1,2019,TRUE,1,2020,TRUE,0,2021,TRUE,0
5483,10.7759/cureus.140,https://doi.org/10.7759/cureus.140,W2162051736,https://openalex.org/W2162051736,TRUE,TRUE,The Origin of the N-Localizer for Stereotactic Neurosurgery,Russell A Brown;James A Nelson,Cureus,Cureus (Part of Springer Nature as of December 2022),2013,2016,2016,FALSE,0,,20260712,2020,2026-07-18,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,2,2015,TRUE,2,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0
5484,10.7759/cureus.142,https://doi.org/10.7759/cureus.142,W2140275693,https://openalex.org/W2140275693,TRUE,TRUE,The Mathematics of the N-Localizer for Stereotactic Neurosurgery,Russell A Brown,Cureus,Cureus (Part of Springer Nature as of December 2022),2013,2016,2016,FALSE,0,,20260712,2020,2026-07-18,2011,FALSE,,2012,FALSE,,2013,TRUE,0,2014,TRUE,2,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0
5485,10.7759/cureus.218,https://doi.org/10.7759/cureus.218,W4235115667,https://openalex.org/W4235115667,TRUE,TRUE,The Mathematics of Three or More N-Localizers for Stereotactic Neurosurgery,Russell A Brown,Cureus,Cureus (Part of Springer Nature as of December 2022),2014,2016,2016,FALSE,0,,20260712,2020,2026-07-18,2011,FALSE,,2012,FALSE,,2013,FALSE,,2014,TRUE,1,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0
5486,10.1001/jama.2014.7247,https://doi.org/10.1001/jama.2014.7247,W1992366206,https://openalex.org/W1992366206,TRUE,TRUE,Effects of Decontamination of the Oropharynx and Intestinal Tract on Antibiotic Resistance in ICUs: A Randomized Clinical Trial,Evelien AN Oostdijk;Jozef Kesecioglu;Marcus J Schultz;Caroline E Visser;Evert de Jonge;Einar HR van Essen;Alexandra T Bernards;Ilse Purmer;Roland Brimicombe;Dennis Bergmans;Frank van Tiel;Frank H Bosch;Ellen Mascini;Arjanne van Griethuysen;Alexander Bindels;Arjan Jansz;Fred AL van Steveninck;Wil C van der Zwet;Jan Willem Fijen;Steven Thijsen;Remko de Jong;Joke Oudbier;Adrienne Raben;Eric van der Vorm;Mirelle Koemen;Philip Rothbarth;Annemieke Rijkeboer;Paul Gruteke;Helga Hart;Paul Peerbooms;Lex J Winsser;Anne-Marie W van Elsacker-Niele;Kees Demmendaal;Afke Brandenburg;Anne Marie GA De Smet;Marc JM Bonten,JAMA: Journal of the American Medical Association,JAMA Network,2014,2017,2017,FALSE,72,58,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,5,2015,TRUE,25,2016,TRUE,22,2017,TRUE,21,2018,TRUE,11,2019,TRUE,17,2020,TRUE,13,2021,TRUE,16,2022,TRUE,15
5487,10.1002/1098-1136(200012)32:3%3c247::aid-glia50%3e3.0.co;2-t,https://doi.org/10.1002/1098-1136(200012)32:3%3c247::aid-glia50%3e3.0.co;2-t,,,FALSE,FALSE,Metallothionein I+II expression and their role in experimental autoimmune encephalomyelitis,Milena Penkowa;Juan Hildago,Glia,Wiley,2000,2017,2017,FALSE,,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,FALSE,,2018,FALSE,,2019,FALSE,,2020,FALSE,,2021,FALSE,,2022,FALSE,
5488,10.1002/14651858.cd002920.pub3,https://doi.org/10.1002/14651858.cd002920.pub3,W1944789772,https://openalex.org/W1944789772,TRUE,TRUE,Nutrition support for bone marrow transplant patients (Pub 3),Susan M Murray;Sima Pindoria,Cochrane Database of Systematic Reviews,Wiley,2009,2017,2017,TRUE,20,,20260712,2020,2026-07-18,2012,TRUE,15,2013,TRUE,7,2014,TRUE,9,2015,TRUE,11,2016,TRUE,9,2017,TRUE,7,2018,TRUE,5,2019,TRUE,7,2020,TRUE,3,2021,TRUE,2,2022,TRUE,3
5489,10.1002/14651858.cd003664,https://doi.org/10.1002/14651858.cd003664,W4241381795,https://openalex.org/W4241381795,TRUE,TRUE,Formulas containing hydrolysed protein for prevention of allergy and food intolerance in infants,David A Osborn;John KH Sinn,Cochrane Database of Systematic Reviews,Wiley,2003,2017,2017,TRUE,8,,20260712,2020,2026-07-18,2012,TRUE,2,2013,TRUE,0,2014,TRUE,0,2015,TRUE,1,2016,TRUE,6,2017,TRUE,3,2018,TRUE,2,2019,TRUE,2,2020,TRUE,1,2021,TRUE,1,2022,TRUE,2
5490,10.1002/14651858.cd003664.pub3,https://doi.org/10.1002/14651858.cd003664.pub3,W1865750873,https://openalex.org/W1865750873,TRUE,TRUE,Formulas containing hydrolysed protein for prevention of allergy and food intolerance in infants (Pub 3),David A Osborn;John KH Sinn,Cochrane Database of Systematic Reviews,Wiley,2006,2017,2017,TRUE,30,,20260712,2020,2026-07-18,2012,TRUE,29,2013,TRUE,21,2014,TRUE,23,2015,TRUE,14,2016,TRUE,17,2017,TRUE,12,2018,TRUE,9,2019,TRUE,7,2020,TRUE,7,2021,TRUE,3,2022,TRUE,4
5491,10.1002/14651858.cd003713,https://doi.org/10.1002/14651858.cd003713,W2796500918,https://openalex.org/W2796500918,TRUE,TRUE,Pharmacological cardioversion for atrial fibrillation and flutter,John Cordina;Gillian E Mead,Cochrane Database of Systematic Reviews,Wiley,2002,2017,2017,TRUE,1,,20260712,2020,2026-07-18,2012,TRUE,0,2013,TRUE,1,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5492,10.1002/14651858.cd004142,https://doi.org/10.1002/14651858.cd004142,W1489767593,https://openalex.org/W1489767593,TRUE,TRUE,Exercise for dysmenorrhoea,Paul John Bolton;Chris Del Mar;Vivienne O'Connor;Leanne M Dean;Miriam S Jarrett,Cochrane Database of Systematic Reviews,Wiley,2003,2017,2017,TRUE,1,,20260712,2020,2026-07-18,2012,TRUE,0,2013,TRUE,0,2014,TRUE,1,2015,TRUE,1,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5493,10.1002/14651858.cd004631.pub3,https://doi.org/10.1002/14651858.cd004631.pub3,W4242837855,https://openalex.org/W4242837855,TRUE,TRUE,Surgery for thumb (trapeziometacarpal joint) osteoarthritis (Pub 3),Anne Wajon;Emma Carr;Ian Edmunds;Louise Ada,Cochrane Database of Systematic Reviews,Wiley,2009,2017,2017,TRUE,37,192,20260712,2020,2026-07-18,2012,TRUE,9,2013,TRUE,15,2014,TRUE,15,2015,TRUE,15,2016,TRUE,13,2017,TRUE,9,2018,TRUE,7,2019,TRUE,9,2020,TRUE,6,2021,TRUE,10,2022,TRUE,5
5494,10.1002/14651858.cd004631.pub4,https://doi.org/10.1002/14651858.cd004631.pub4,W1939614345,https://openalex.org/W1939614345,TRUE,TRUE,Surgery for thumb (trapeziometacarpal joint) osteoarthritis (Pub 4),Anne Wajon;Toby Vinycomb;Emma Carr;Ian Edmunds;Louise Ada,Cochrane Database of Systematic Reviews,Wiley,2015,2017,2017,FALSE,163,13,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,27,2016,TRUE,31,2017,TRUE,28,2018,TRUE,20,2019,TRUE,35,2020,TRUE,27,2021,TRUE,44,2022,TRUE,37
5495,10.1002/14651858.cd006008.pub3,https://doi.org/10.1002/14651858.cd006008.pub3,W1523740154,https://openalex.org/W1523740154,TRUE,TRUE,Intermittent catheterisation for long-term bladder management (Pub 3),Jacqui Prieto;Catherine L Murphy;Katherine N Moore;Mandy Fader,Cochrane Database of Systematic Reviews,Wiley,2014,2017,2017,FALSE,40,163,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,9,2016,TRUE,7,2017,TRUE,9,2018,TRUE,8,2019,TRUE,9,2020,TRUE,6,2021,TRUE,6,2022,TRUE,11
5496,10.1002/14651858.cd010359.pub2,https://doi.org/10.1002/14651858.cd010359.pub2,W1616268241,https://openalex.org/W1616268241,TRUE,TRUE,Transcendental meditation for the primary prevention of cardiovascular disease (Pub 2),Louise Hartley;Angelique Mavrodaris;Nadine Flowers;Edzard Ernst;Karen Rees,Cochrane Database of Systematic Reviews,Wiley,2014,2017,2017,FALSE,25,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,3,2016,TRUE,1,2017,TRUE,9,2018,TRUE,4,2019,TRUE,1,2020,TRUE,2,2021,TRUE,15,2022,TRUE,3
5497,10.1002/1873-3468.12600,https://doi.org/10.1002/1873-3468.12600,W2589127232,https://openalex.org/W2589127232,TRUE,TRUE,IRF9 inhibits human acute myeloid leukemia through the SIRT1-p53 signaling pathway,Wen-Liang Tian;Rong Guo;Fang Wang;Zhong-Xing Jiang;Ping Tang;Yu-Min Huang;Ling Sun,FEBS Letters,Wiley,2017,2017,2017,FALSE,2,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,1,2019,TRUE,1,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5498,10.1002/adem.201400273,https://doi.org/10.1002/adem.201400273,W2151984834,https://openalex.org/W2151984834,TRUE,TRUE,Effect of High-Energy Electropulsing on the Phase Transition and Mechanical Properties of Two-Phase Titanium Alloy Strips,Xiaoxin Ye;Zion T H Tse;Guoyi Tang;Guolin Song,Advanced Engineering Materials,Wiley,2014,2017,2017,FALSE,8,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,4,2015,TRUE,2,2016,TRUE,3,2017,TRUE,3,2018,TRUE,4,2019,TRUE,0,2020,TRUE,2,2021,TRUE,1,2022,TRUE,1
5499,10.1002/ajh.24471,https://doi.org/10.1002/ajh.24471,W4233165860,https://openalex.org/W4233165860,TRUE,TRUE,Number Needed to Treat with 4-factor Prothrombin Complex Concentrate for Urgent Earfarin Reversal,Allison Perrin;Lee Stern;Jenifer Ehreth;Laurel Omert;Christopher Hood;Julie Farley;Michael McGlynn;Liping Huang;Andrew Chua;Vishal Patel,American Journal of Hematology,Wiley,2016,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5500,10.1002/cbin.10291,https://doi.org/10.1002/cbin.10291,W1849187416,https://openalex.org/W1849187416,TRUE,TRUE,Sirt3 activation attenuated oxidized low-density lipoprotein-induced human umbilical vein endothelial cells' apoptosis by sustaining autophagy,X Luo;Zhiqiang Yang;S Xheng;Y Cao;Y Wu,Cell Biology International,Wiley,2014,2017,2017,FALSE,4,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,2,2016,TRUE,5,2017,TRUE,3,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0,2021,TRUE,2,2022,TRUE,1
5501,10.1002/cbin.10615,https://doi.org/10.1002/cbin.10615,W2342676755,https://openalex.org/W2342676755,TRUE,TRUE,Exosomes secreted by human urine-derived stem cells accelerate skin wound healing by promoting angiogenesis in rat,H Yuan;J Guan;J Zhang;R Zhang;M Li,Cell Biology International,Wiley,2016,2017,2017,FALSE,9,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,3,2017,TRUE,7,2018,TRUE,2,2019,TRUE,3,2020,TRUE,2,2021,TRUE,1,2022,TRUE,1
5502,10.1002/chem.201400336,https://doi.org/10.1002/chem.201400336,W2077134668,https://openalex.org/W2077134668,TRUE,TRUE,Predicting New Ugi-Smiles Couplings: A Combined Experimental and Theoretical Study,Romain Ramozzi;Nicolas Cheron;Laurent El Kaim;Laurence Grimaud;Paul Fleurat-Lessard,Chemistry: A European Journal,Wiley,2014,2017,2017,FALSE,4,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,1,2015,TRUE,1,2016,TRUE,1,2017,TRUE,0,2018,TRUE,1,2019,TRUE,2,2020,TRUE,0,2021,TRUE,0,2022,TRUE,1
5503,10.1002/cjce.20388,https://doi.org/10.1002/cjce.20388,W2050826777,https://openalex.org/W2050826777,TRUE,TRUE,"Preparation and characterization of high performance (Co, Cu)/Pt/?-Al2O3 bimetallic catalysts for oxidation of 2- propanol: Experiments and ANN modelling",Darush Salari;Aligholi Niaei;Faezeh Aghazadeh;Seyed Ali Hosseini,The Canadian Journal of Chemical Engineering,Wiley,2011,2017,2017,TRUE,0,,20260712,2020,2026-07-18,2012,TRUE,2,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5504,10.1002/cphc.201601318,https://doi.org/10.1002/cphc.201601318,W2588984502,https://openalex.org/W2588984502,TRUE,TRUE,Gold Nanoparticles Immobilized on Electrospun Titanium Dioxide Nanofibers for Catalytic Reduction of 4-Nitrophenol,Halit Cavusoglu;Burak Zafer Buyukbekar;Huseyin Sakalak;Sebastian Kohsakowski,Chemphyschem : a European journal of Chemical Physics and Physical Chemistry,Wiley,2017,2017,2017,FALSE,4,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,1,2018,TRUE,2,2019,TRUE,1,2020,TRUE,1,2021,TRUE,0,2022,TRUE,0
5505,10.1002/esp.4111,https://doi.org/10.1002/esp.4111,W4249677390,https://openalex.org/W4249677390,TRUE,TRUE,Revisiting lake sediment budgets: how the calculation of lake lifetime is strongly data and method dependent,Hanibal Lemma;Teshager Admasu;Mekete Dessie;Derbew Fentie;Jozef Deckers;Amaury Frankl;Jean Poesen;Enyew Adgo;Jan Nyssen,Earth Surface Processes and Landforms,Wiley,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5506,10.1002/ijc.25131,https://doi.org/10.1002/ijc.25131,W2118637671,https://openalex.org/W2118637671,TRUE,TRUE,Human monoclonal antibody GNX-8 directed to extended type 1 chain: specific binding to human colorectal cancer,Mei-Chun Yang;Feng-Lin Hsu;Kazuko Handa;Senitiroh Hakomori;Mei-Hsien Lee;Liahng-Yirn Liu;Shu-Yen Chang;Jerry Ting;Jaw-Yuan Wen;Isao Ishida;Tong-Hsuan Chang,International Journal of Cancer,Wiley,2009,2017,2017,TRUE,0,,20260712,2020,2026-07-18,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,1,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5507,10.1002/j.1550-8528.1998.tb00344.x,https://doi.org/10.1002/j.1550-8528.1998.tb00344.x,W2132834614,https://openalex.org/W2132834614,TRUE,TRUE,Effects of the menopause transition on body fatness and body fat distribution,Andre Tchernof;Eric T Poehlman,Obesity,Wiley,1998,2017,2017,TRUE,20,,20260712,2020,2026-07-18,2012,TRUE,4,2013,TRUE,8,2014,TRUE,7,2015,TRUE,3,2016,TRUE,3,2017,TRUE,6,2018,TRUE,3,2019,TRUE,4,2020,TRUE,5,2021,TRUE,6,2022,TRUE,2
5508,10.1002/jcb.26478,https://doi.org/10.1002/jcb.26478,W2766460358,https://openalex.org/W2766460358,TRUE,TRUE,In vivo and in vitro effects of PTH1‐34 on osteogenic and adipogenic differentiation of human bone marrow‐derived mesenchymal stem cells through regulating microRNA‐155,Huan Sheng Han;Fang Ju;Shuo Geng,Journal of Cellular Biochemistry,Wiley,2017,2017,2017,FALSE,7,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,1,2019,TRUE,3,2020,TRUE,1,2021,TRUE,0,2022,TRUE,2
5509,10.1002/jhet.2841,https://doi.org/10.1002/jhet.2841,W2600992533,https://openalex.org/W2600992533,TRUE,TRUE,Microwave Assisted Synthesis of Trifluoro Substituted 2-Aminobenzimidazole Derivatives via Iodoactic Acid Mediated One-pot Condensation,R Sriram;R Sapthagiri;L Ilavarasan;A Ravi,Journal of Heterocyclic Chemistry,Wiley,2017,2017,2017,FALSE,4,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,1,2018,TRUE,1,2019,TRUE,0,2020,TRUE,1,2021,TRUE,1,2022,TRUE,1
5510,10.1002/open.201780541,https://doi.org/10.1002/open.201780541,W2736934417,https://openalex.org/W2736934417,TRUE,TRUE,Synthesis and Characterization of Sterically Congested Mesityltris(imidazolium) Salts and the Corresponding Highly Crystalline Tris-selone Derivatives,Ipista Nath;Jeet Chakraborty;Francis Verpoort,Chemistry Open,Wiley,2017,2017,2017,FALSE,2,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0,2021,TRUE,1,2022,TRUE,0
5511,10.1002/ppap.200600086,https://doi.org/10.1002/ppap.200600086,W2922711582,https://openalex.org/W2922711582,TRUE,TRUE,Dyeing Behaviour of Low Temperature Plasma Treated Wool,Chi-wai Kan;Chun-wah Marcus Yuen,Plasma Processes and Polymers,Wiley,2006,2017,2017,TRUE,3,,20260712,2020,2026-07-18,2012,TRUE,1,2013,TRUE,1,2014,TRUE,1,2015,TRUE,2,2016,TRUE,1,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,1,2021,TRUE,1,2022,TRUE,1
5512,10.1002/pri.1577,https://doi.org/10.1002/pri.1577,W1830056955,https://openalex.org/W1830056955,TRUE,TRUE,Huntington's Disease: Characteristics of Fallers,Shannon Williams;Larissa Heron;Kealy France;Paul Mulrooney;Stephen J Edmondston,Physiotherapy Research International: The Journal for Researchers and Clinicians in Physical Therapy,Wiley,2014,2017,2017,FALSE,1,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,1,2015,TRUE,0,2016,TRUE,2,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,1,2022,TRUE,0
5513,10.1002/rmv.1863,https://doi.org/10.1002/rmv.1863,W2785074378,https://openalex.org/W2785074378,TRUE,TRUE,Ebola virus: an introduction and its pathology,Gurpreet Singh;Arbind Kumar;Kashmir Singh;Jagdeep Kaur,Reviews in Medical Virology,Wiley,2015,2017,2017,FALSE,3,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,5,2017,TRUE,4,2018,TRUE,2,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,1
5514,10.1002/rwm3.20522,https://doi.org/10.1002/rwm3.20522,W2612665855,https://openalex.org/W2612665855,TRUE,TRUE,Market research is dead,Preriit Souda,Research World,Wiley,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5515,10.1007/978-3-319-39546-3_23,https://doi.org/10.1007/978-3-319-39546-3_23,W2582461517,https://openalex.org/W2582461517,TRUE,TRUE,Anterior Cervical Discectomy and Fusion with a Compressive C-JAWS Staple,Lei Xia;Ming-Xing Liu;Jun Zhong;Ning-Ning Dou;Massimiliano Visocchi,Trends in Reconstructive Neurosurgery,Springer,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5516,10.1007/978-3-319-40036-5_9,https://doi.org/10.1007/978-3-319-40036-5_9,W2531261437,https://openalex.org/W2531261437,TRUE,TRUE,On-Chip Immunoassay for Molecular Analysis,Andy Ng,Microfluidics for Biologists Fundamentals and Applications,Springer,2016,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5517,10.1007/978-3-319-51493-2_36,https://doi.org/10.1007/978-3-319-51493-2_36,W2588462273,https://openalex.org/W2588462273,TRUE,TRUE,Surface Reaction and Transport in Oxides Formed on FeCrAl Alloys in High Temperature Nitridation Environments,Christine Geers;Vedad Babic;Lars-Gunnar Johansson;Itai Panas,TMS 2017 146th Annual Meeting & Exhibition Supplemental Proceedings,Springer,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5518,10.1007/978-981-10-1454-3_23,https://doi.org/10.1007/978-981-10-1454-3_23,W2917454406,https://openalex.org/W2917454406,TRUE,TRUE,A Collocation Method for Integral Equations in Terms of Generalized Bernstein Polynomials,Vinai K Singh;A K Singh,Modern Mathematical Methods and High Performance Computing in Science and Technology (2015),Springer - Nature Publishing Group,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5519,10.1007/978-981-10-1708-7_89,https://doi.org/10.1007/978-981-10-1708-7_89,W2519193421,https://openalex.org/W2519193421,TRUE,TRUE,Automatic Segmentation of Brain MRI of Newborn and Premature Infants Using Neural Network,Tushar H Jaware;KB Kanchandani;Anita Zurani,"Proceeding of International Conference on Intelligent Communication, Control and Devices",Springer,2016,2017,2017,FALSE,1,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5520,10.1007/s00125-007-0723-z,https://doi.org/10.1007/s00125-007-0723-z,W1986779742,https://openalex.org/W1986779742,TRUE,TRUE,L-glutamine supplementation induces insulin resistance in adipose tissue and improves insulin signalling in liver and muscle of rats with diet-induced obesity,Patricia O Prada;Sandro Massao Hirabara;Claudio Teodoro de Souza;Andre Almeida Schenka;Henrique G Zecchin;Jose Vassallo;Licio Augusto Velloso;Everardo M Carneiro;Jose Barreto Campelo Carvalheira;Rui Curi;Mario Jose Abdalla Saad,Diabetologia,Springer,2007,2017,2017,TRUE,17,,20260712,2020,2026-07-18,2012,TRUE,4,2013,TRUE,2,2014,TRUE,4,2015,TRUE,8,2016,TRUE,7,2017,TRUE,3,2018,TRUE,5,2019,TRUE,4,2020,TRUE,6,2021,TRUE,2,2022,TRUE,0
